x,y,startx,starty,endx,endy,place
1.4043485,103.793023,1.3830715,103.8931105,1.3830715,103.8931105,place3
1.2835085,103.8443515,1.3830715,103.8931105,1.3830715,103.8931105,place2
1.2540421,103.8238084,1.3830715,103.8931105,1.3830715,103.8931105,place1
