catid,lat,lng,Description,Name,PHOTOURL,Opening_Hours
Monuments,103.8426639,1.297256922,"Chesed-El Synagogue on Oxley Rise is one of two synagogues in Singapore, the other being Maghain Aboth Synagogue on Waterloo Street.",Chesed-El Synagogue,https://roots.sg/~/media/Roots/Images/monuments/031-chesed-el-synagogue/chesed-el-synagogue-01.png,updating
Monuments,103.8491889,1.292154101,The Central Fire Station is the oldest surviving fire station in Singapore.,Central Fire Station,https://roots.sg/~/media/Roots/Images/monuments/032-central-fire-station/central-fire-station-01.png,updating
Monuments,103.851837,1.290885802,"Located in the heart of the Civic District, the Former City Hall served as an important government office in Singapore.",Former City Hall,https://roots.sg/~/media/Roots/Images/monuments/047-former-city-hall/former-city-hall-01.png,updating
Monuments,103.8341767,1.280845791,"The College of Medicine Building is located at the rear of the Singapore General Hospitalâ€™s compound, next to Tan Teck Guan Building.",College of Medicine Building,https://roots.sg/~/media/Roots/Images/monuments/025-college-of-medicine-building/college-of-medicine-building-01.png,updating
Monuments,103.8469914,1.278473606,"Originally known as the Chinese Methodist Church, Telok Ayer Chinese Methodist Church was the first church established to cater exclusively to the spiritual needs of the Chinese Methodist community in",Telok Ayer Chinese Methodist Church,https://roots.sg/~/media/Roots/Images/monuments/050-telok-ayer-chinese-methodist-church/telok-ayer-chinese-methodist-church-01.png,updating
Monuments,103.8628607,1.302888968,"Hajjah Fatimah Mosque is one of the oldest mosques in Singapore, a rare example of one named after a woman.",Hajjah Fatimah Mosque,https://roots.sg/~/media/Roots/Images/monuments/068-hajjah-fatimah-mosque/hajjah-fatimah-mosque-01.png,updating
Monuments,103.8453379,1.283200368,"Like the nearby Sri Mariamman Temple, Jamae Mosque has been a familiar landmark on South Bridge Road since the mid-nineteenth century.",Jamae Mosque,https://roots.sg/~/media/Roots/Images/monuments/062-jamae-mosque/jamae-mosque-01.png,updating
Monuments,103.8461263,1.299208616,"Located not far from the Istana and the Former Cathay Building, MacDonald House has a relatively plain and unadorned faรงade that does not appear to be exceptionally striking.",MacDonald House,https://roots.sg/~/media/Roots/Images/monuments/023-macdonald-house/macdonald-house-01.png,updating
Monuments,103.8573425,1.330344903,The traditional architecture of Lian Shan Shuang Lin Monastery – or ‘Twin Grove Monastery on Lotus Hill’ – stands out amidst the modern high-rise apartment blocks in the Toa Payoh neighbourhood.,Former Siong Lim Temple (now Lian Shan Shuang Lin Monastery),https://roots.sg/~/media/Roots/Images/monuments/052-former-siong-lim-temple/lian-shan-shuang-lin-monastery-01.png,updating
Museum,103.798231,1.303573,UPDATING,MOE Heritage Centre,http://www.museums.com.sg/~/media/mrt/images/moe%20heritage%20centre.jpg?h=166&&w=250,updating
Museum,103.899397,1.310099,UPDATING,Eurasian Heritage Centre,http://www.museums.com.sg/~/media/mrt/images/1a%20eurasian%20community%20house.jpg?h=188&&w=250,updating
Museum,103.859234,1.286278,"Artscience Museum a Marina Bay Sands is Southeast Asia's leading cultural institution that explores the inter-relation between art, science, technolgy and culture.",ArtScience Museum,http://www.museums.com.sg/~/media/mrt/about%20us%20images/art%20science.jpg?h=112&&w=250,updating
Museum,103.848838,1.332269,The HDB gallery serves as a one-stop destination that provides learning opportunities about Singapore's Public Housing for both Singaporeans and overseas visitors.,HDB Gallery,http://www.museums.com.sg/~/media/mrt/about%20us%20images/hdb.jpg?h=120&&w=250,updating
Museum,103.722071,1.372,The Home Team Gallery is a two storey building with a mezzanine floor located within the Home Team Academy.,Home Team Gallery,http://www.museums.com.sg/~/media/mrt/about%20us%20images/home%20team.png?h=250&&w=250,updating
Museum,103.855545,1.293219,The Infocomm Experience Centre is the permanent infocomm showcase srt up by Infocomm Development Authority of Singapore (IDA) to present the possibilities and benefits of Nationwide Broadband Network,Infocomm Experience Centre,http://www.museums.com.sg/~/media/mrt/about%20us%20images/infocomm.jpg?h=84&&w=250,updating
Museum,104.016516,1.317435,"Take a trip down memory lane, as you have view guns and other components taken from our warships.",Republic of Singapore navy Museum,http://www.museums.com.sg/~/media/mrt/about%20us%20images/republic%20of%20singapore%20navy.jpg?h=188&&w=250,updating
Museum,103.7395421,1.324488854,"[Currently undergoing revamp & relocating] The Singapore Coins and Notes Museum, is Singapore first and only museum dedicated to displaying currency.",Singapore Coins & Notes Museum,http://www.museums.com.sg/~/media/mrt/about%20us%20images/singapore%20coins.jpg?h=150&&w=250,updating
Museum,103.9740068,1.36216665,Walk through the adverse journeys of Singapore's bravehearts.,The Changi Museum,http://www.museums.com.sg/~/media/mrt/about%20us%20images/the%20changi.jpg?h=165&&w=250,updating
Museum,103.8443777,1.283578306,[Currently undergoing revamp] Relive a past era when Chinese immigrants risked their lives crossing the South China Sea for a better tomorrow in Singapore.,Chinatown Heritage Centre,http://www.museums.com.sg/~/media/mrt/about%20us%20images/chinatown%20heri.jpg?h=164&&w=250,updating
Museum,103.8421205,1.319736175,"The gallery explores tax in Singapore in the past, the present and the future through a highly interactive experience that allows visitors to discover much of this story for themselves.",IRAS Gallery,http://www.museums.com.sg/~/media/mrt/about%20us%20images/iras.jpg?h=167&&w=250,updating
Museum,103.7724678,1.301435632,A memorable experience of ancient culture and contemporary Asian artworks awaits you at NUS Museum.,NUS Museum,http://www.museums.com.sg/~/media/mrt/about%20us%20images/nus.jpg?h=166&&w=250,updating
Museum,103.8461633,1.295500087,"This used to be the largest underground military operations complex in Singapore during World War II. Witness the drama of British surrender to the Japanese, as wax figurines, video and audio effects.",The Battle Box,http://www.museums.com.sg/~/media/mrt/about%20us%20images/battle.jpg?h=250&&w=219,updating
Museum,103.8450195,1.324025655,Be immersed in an enriching learning journey that details SPF's role in nation building.,Police Heritage Centre,http://www.museums.com.sg/~/media/mrt/about%20us%20images/police%20heritage.jpg?h=167&&w=250,updating
Museum,103.8453488,1.278461676,"The red dot design museum is the physical embodiment of the red dot design awards, an exclusive exhibition venue for red dot design award winners.",Red Dot Design Museum,http://www.museums.com.sg/~/media/mrt/about%20us%20images/red%20dot.jpg?h=167&&w=250,updating
Museum,103.8279502,1.248348603,"Singapore's only preserved coastal fortress has both indoor and outdoor exhibitions, allowing visitors a glimpse into Singapore's colonial past.",Fort Siloso,http://www.museums.com.sg/~/media/mrt/about%20us%20images/fort%20silo.jpg?h=166&&w=250,updating
Museum,103.8598759,1.302857711,"Experience our Malays' immensely rich cultural legacy in this regal compound, which was a former king's palace.",Malay Heritage Centre,http://www.museums.com.sg/~/media/mrt/about%20us%20images/malay.jpg?h=166&&w=250,updating
Museum,103.8491479,1.294252499,"Experience the unique culture of the Peranakans, an eclectic community that can only be found in Southeast Asia.",Peranakan Museum,http://www.museums.com.sg/~/media/mrt/about%20us%20images/pera.jpg?h=166&&w=250,updating
Museum,103.8491151,1.292053355,This oldest existing fire station in Singapore reveals the developments of civil defence in Singapore from the 19th century till today.,Civil Defence Heritage Gallery,http://www.museums.com.sg/~/media/mrt/about%20us%20images/civil%20def.jpg?h=170&&w=250,updating
Museum,103.8585504,1.344409115,Find out what goes on behind the scenes from the drawing board to the construction of a building.,BCA Gallery,http://www.museums.com.sg/~/media/mrt/about%20us%20images/bca.jpg?h=166&&w=250,updating
Museum,103.77364,1.301618,UPDATING,Lee Kong Chian Natural History Museum,http://www.museums.com.sg/~/media/mrt/images/lkc%20image.jpg?h=166&&w=250,updating
Museum,103.8542818,1.297225923,Check out the Library's exhibition and gallery spaces to view exhibitions related to their library collections and themes.,National Library,http://www.museums.com.sg/~/media/mrt/about%20us%20images/national%20library.jpg?h=166&&w=250,updating
Museum,103.8546464,1.296294786,"Whether you are a child at heart or an avid toy collector, the Mint Museum of Toys has something for everyone.",Mint Museum of Toys,http://www.museums.com.sg/~/media/mrt/about%20us%20images/mint%20museum.jpg?h=167&&w=250,updating
Museum,103.8869256,1.315680983,This museum highlights Tan's multi-faceted artistic career and his diverse range of works.,Tan Swie Hian Museum,http://www.museums.com.sg/~/media/mrt/images/bn_204.jpg?h=119&&w=250,updating
Museum,103.8383232,1.279336944,"Experience key health issues, which you can relate to in your everyday lives, and pick up skills which will enable you to adopt a healthy lifestyle.",Healthzone,http://www.museums.com.sg/~/media/mrt/about%20us%20images/healthzone.jpg?h=250&&w=187,updating
Museum,103.8459406,1.321687687,"Honouring the legacy of founder Mr Tan Tock Seng, the museum features narrative displays, salvaged historical objects and a time capsule.",Tan Tock Seng Hospital Heritage Museum,http://www.museums.com.sg/~/media/mrt/about%20us%20images/tan%20tock.jpg?h=163&&w=250,updating
Museum,103.8434492,1.295298155,Ngee Ann Kongsi Collections permanently houses the art collection of the Kongsi. It aims to support and encourage Teochew artists in their artistic endeavours.,Ngee Ann Cultural Centre,http://www.museums.com.sg/~/media/mrt/about%20us%20images/ngee%20ann.jpg?h=188&&w=250,updating
Museum,103.7891406,1.282436457,"The Grassroots Heritage Centre chronicles the history of grassroots organisations through a rich array of grassroots artefacts, historical accounts, pictures, audio reels and exhibits.",Grassroots Heritage Centre,http://www.museums.com.sg/~/media/mrt/about%20us%20images/grassroots.jpg?h=148&&w=250,updating
Museum,103.8708209,1.280875993,"The Marina Barrage is a dam built across the Marina Channel, forming Singapore's first reservoir in the city.",Marina Barrage,http://www.museums.com.sg/~/media/mrt/about%20us%20images/marina%20barrage.jpg?h=166&&w=250,updating
Museum,103.8513709,1.287459981,"One of Singapore's largest and grandest museum, the Asian Civilisations Museum traces more than 5,000 years of our ancestral culture.",Asian Civilisations Museum,http://www.museums.com.sg/~/media/mrt/about%20us%20images/asian.jpg?h=166&&w=250,updating
Museum,103.8357403,1.280029691,"Equipped with the latest state-of-the-art audiovisual and multimedia technology, the SGH Museum encapsulates almost 200 years of history of medical education and medicine in Singapore.",Singapore General Hospital Museum,http://www.museums.com.sg/~/media/mrt/about%20us%20images/the%20sgh.jpg?h=166&&w=250,updating
Museum,103.8997319,1.345155523,Trace the development of the Republic of Singapore Air Force from its early days the Royal Air Force in 1927 to the present.,Republic of Singapore Airforce Museum,http://www.museums.com.sg/~/media/mrt/about%20us%20images/republic%20of%20singapore%20air%20force.jpg?h=188&&w=250,updating
Museum,103.8509489,1.297240599,"Enjoy, explore and experience modern and contemporary art in one of the most exquisite location in town.",Singapore Art Museum,http://www.museums.com.sg/~/media/mrt/about%20us%20images/sam.jpg?h=166&&w=250,updating
Museum,103.6839985,1.343779013,A treasure trove of discoveries about the Chinese venturing outside of their motherland in China awaits you.,Chinese Heritage Centre,http://www.museums.com.sg/~/media/mrt/about%20us%20images/chinese%20heri.jpg?h=167&&w=250,updating
Museum,103.8485049,1.29672359,The National Museum is Singapore's oldest museum with the youngest and most innovative soul.,National Museum of Singapore,http://www.museums.com.sg/~/media/mrt/about%20us%20images/national%20museum.jpg?h=148&&w=250,updating
Museum,103.9586934,1.324169452,Discover the importance of water and NEWater's role as one of our Four National Taps.,NEWater Visitor Centre,http://www.museums.com.sg/~/media/mrt/about%20us%20images/new%20water.jpg?h=141&&w=250,updating
Museum,103.7476468,1.352031065,This Museum documents the history of modern medical care in Singapore from 1819 with the arrival of Sir Stamford Raffles and has a display of more than 100 artefacts from the past like the travelling,NHGP's Polyclinic's Gallery,http://www.museums.com.sg/~/media/mrt/about%20us%20images/national%20health.jpg?h=177&&w=250,updating
Museum,103.8488089,1.282981493,"One of the oldest temples in Singapore, this Chinese temple began as a small shrine set up by Hakka and Cantonese immigrants in 1824.",Fuk Tak Chi Museum,http://www.museums.com.sg/~/media/mrt/about%20us%20images/fu%20tak%20chi.jpg?h=167&&w=250,updating
Museum,103.8849925,1.383068447,"Explore the history of mental health services in Singapore via artefacts, documents, and photographs from the old Woodbridge Hospital in Yio Chu Kang.",Woodbridge Museum,http://www.museums.com.sg/~/media/mrt/about%20us%20images/woodbridge.jpg?h=145&&w=250,updating
Museum,103.8961542,1.326171209,Singapore's first private museum of modern Asian and European art.,Art Retreat Museum,http://www.museums.com.sg/~/media/mrt/about%20us%20images/art%20retreat.jpg?h=162&&w=250,updating
Museum,103.8493514,1.308143902,The gallery provides an interesting multi-sensory experience for visitors using various presentation methods and formats to continually engage visitors in a fun and interactive way.,Art Retreat Museum,http://www.museums.com.sg/~/media/mrt/about%20us%20images/land%20transport.jpg?h=188&&w=250,updating
Museum,103.845323,1.279592856,Be captivated by an amazing bird's eye view of Singapore's central hub - not from the top of a skyscraper - but a finely detailed architectural model measuring a mere 11 by 11 metres.,Singapore City Gallery,http://www.museums.com.sg/~/media/mrt/about%20us%20images/singapore%20city%20gallery.jpg?h=166&&w=250,updating
Museum,103.7942419,1.279543297,"A WWII interpretative centre of National Archives. Discover the Malay Regiment soldiers who fought in the Battle of Pasir Panjang and reflect upon the universal values of courage, loyalty and honour.",Reflections at Bukit Chandu,http://www.museums.com.sg/~/media/mrt/about%20us%20images/rbc_day.jpg?h=166&&w=250,updating
Museum,103.6789427,1.332726408,"Comprising five main galleries over some 4500 square metres, the new Centre tells the Singapore Story with even more exciting interactive and multi-sensory exhibits.",Singapore Discovery Centre,http://www.museums.com.sg/~/media/mrt/about%20us%20images/singapore%20discovery.png?h=167&&w=250,updating
Museum,103.863337,1.271039,"The gallery among other things, provide insights into Maritime Singapore to help visitors understand the story of contemporary Maritime Singapore, its importance to Singapore's economy, and the divers",Singapore Maritime Gallery,http://www.museums.com.sg/~/media/mrt/about%20us%20images/singapore%20maritime.jpg?h=167&&w=250,updating
Museum,103.873453,1.301442,The Sports Museum was first establised in 1983 and it is a place where sporting dreams are celebrated,Singapore Sports Museum,http://www.museums.com.sg/~/media/mrt/about%20us%20images/singapore%20sports.jpg?h=150&&w=250,updating
Museum,103.900968,1.314486,"With a deep love for all things Peranakan, owner, collector, and 7th generation Peranakan, Alvin Yapp, has turned his passion into a haven for this fascinating and ever-adapting culture. Over the past",The Intan,http://www.museums.com.sg/~/media/mrt/about%20us%20images/intan.jpg?h=166&&w=250,updating
Museum,103.8520674,1.297192298,"8Q sam is a contemporary art space with fresh, multi-disciplinary, interactive and community oriented programming; a place where the public can directly experience the work and ideas of living artists",8Q sam,http://www.yoursingapore.com/see-do-singapore/arts/museums-galleries/8q-sam/jcr:content/par-carousel/carousel_detailpage/carousel/item_1.thumbnail.carousel-img.740.416.jpg,updating
Museum,103.7688553,1.352691729,"National monument where the British surrendered Singapore to the Japanese on 15 Feb 1942, now restored by the National Archives to house a permanent WWII exhibition gallery and archives repositories.",Memories at Old Ford Factory,http://www.museums.com.sg/~/media/mrt/about%20us%20images/old%20ford.jpg?h=176&&w=250,updating
Museum,103.8487158,1.292832559,Immerse yourself in the world of stamps!,Singapore Philatelic Museum,http://www.museums.com.sg/~/media/mrt/about%20us%20images/singapore%20philatelic.jpg?h=166&&w=250,updating
Museum,103.7362697,1.333284361,"Learn about the wonders of science through a year-long calendar of innovative exhibitions, programmes and activities.",Science Centre Singapore,http://www.museums.com.sg/~/media/mrt/about%20us%20images/science%20centre.jpg?h=187&&w=250,updating
Museum,103.8472173,1.328109212,"Built in the late 19th century, the father of 1911 Chinese Revolution, Dr Sun Yat Sen, used to reside in this two-storey bungalow whenever he visited Singapore.",Sun Yat Sen Nanyang Memorial Hall,http://www.museums.com.sg/~/media/mrt/about%20us%20images/sun%20yat%20sen.jpg?h=166&&w=250,updating
Museum,103.6768146,1.331906741,"Launched in conjunction with the 40th anniversary of National Service, the museum charts the development of the Army and honours the contributions of our soldiers.",Army Museum of Singapore,http://www.museums.com.sg/~/media/mrt/about%20us%20images/army.jpg?h=169&&w=250,updating
Museum,103.8373622,1.277061744,The Baba House plays an important role in conserving our distinctive Peranakan heritage in one of the last surviving Peranakan-style houses in its original state in Singapore.,Baba House,http://www.museums.com.sg/~/media/mrt/about%20us%20images/baba.jpg?h=250&&w=167,updating
HawerCenter,103.8425788,1.284991022,HUP Standard Upgrading,People's Park Food Centre,updating,updating
HawerCenter,103.8323488,1.285088258,HUP Rebuilding,Tiong Bahru Market,updating,updating
HawerCenter,103.9063385,1.302285138,Opted out of HUP,Blk 84 Marine Parade Central,updating,updating
HawerCenter,103.8431776,1.282235148,HUP Reconfiguration,Chinatown Market,updating,updating
HawerCenter,103.8665361,1.364228523,HUP Standard Upgrading,Chomp Chomp Food Centre,updating,updating
HawerCenter,103.9018251,1.309414187,HUP Standard Upgrading,Dunman Food Centre,updating,updating
HawerCenter,103.9350167,1.306684318,HUP Rebuilding,East Coast Lagoon Food Village,updating,updating
HawerCenter,103.9305605,1.324738845,New Replacement Centre,Blk 208B New Upper Changi Road,updating,updating
HawerCenter,103.8543953,1.340260835,HUP Standard Upgrading,Blk 210 Toa Payoh Lorong 8,updating,updating
HawerCenter,103.857036,1.335231459,HUP Reconfiguration,Blk 22 Toa Payoh Lorong 7,updating,updating
HawerCenter,103.8392313,1.366787645,HUP Standard Upgrading,Blk 226D Ang Mo Kio Ave 1,updating,updating
HawerCenter,103.8399532,1.367230149,HUP Reconfiguration,Blk 226H Ang Mo Kio Street 22,updating,updating
HawerCenter,103.7377812,1.343442138,HUP Reconfiguration,Blk 254 Jurong East Street 24,updating,updating
HawerCenter,103.8370318,1.352007442,Not eligible for HUP,Blk 320 Shunfu Road,updating,updating
HawerCenter,103.8482542,1.364105171,HUP Rebuilding,Blk 341 Ang Mo Kio Ave 1,updating,updating
HawerCenter,103.7927738,1.308117759,HUP Standard Upgrading,Blk 44 Holland Drive,updating,updating
HawerCenter,103.7645105,1.31326487,HUP Standard Upgrading,Blk 448 Clementi Ave 3,updating,updating
HawerCenter,103.879417,1.317083351,HUP Reconfiguration,Blk 49 Sims Place,updating,updating
HawerCenter,103.9042609,1.320331782,HUP Standard Upgrading,Blk 4A Eunos Crescent,updating,updating
HawerCenter,103.8839406,1.302418814,HUP Standard Upgrading,Blk 4A Jalan Batu,updating,updating
HawerCenter,103.7700874,1.440840075,Not eligible for HUP,Blk 4A Woodlands Centre Road,updating,updating
HawerCenter,103.7591661,1.311889721,Not eligible for HUP,Blk 502 West Coast Drive,updating,updating
HawerCenter,103.8447476,1.425017638,updating,Yishun Hawker Centre,updating,updating
HawerCenter,103.6974043,1.341259706,updating,Jurong West Hawker Centre and Market,updating,updating
HawerCenter,103.951543,1.37343414,updating,Pasir Ris Central Hawker Centre,updating,updating
HawerCenter,103.7724896,1.377600535,updating,Bukit Panjang Hawker Centre and Market,updating,updating
HawerCenter,103.8956095,1.315142051,HUP Reconfiguration,Blks 13/14 Haig Road,updating,updating
HawerCenter,103.8392143,1.374489121,HUP Standard Upgrading,Blks 160/162 Ang Mo Kio Ave 4,updating,updating
HawerCenter,103.8003628,1.306892276,HUP Rebuilding,Commonwealth Crescent Market,updating,updating
HawerCenter,103.8221173,1.272715797,HUP Standard Upgrading,Blk 36 Telok Blangah Rise,updating,updating
HawerCenter,103.8638832,1.302875481,HUP Standard Upgrading,Golden Mile Food Centre,updating,updating
HawerCenter,103.8859776,1.359119422,HUP Standard Upgrading,Kovan Market & Food Centre,updating,updating
HawerCenter,103.8900811,1.353837391,HUP Rebuilding,Blk 105 Hougang Ave 1,updating,updating
HawerCenter,103.8260133,1.280004812,HUP Standard Upgrading,Blk 112 Jalan Bukit Merah,updating,updating
HawerCenter,103.8220494,1.285504783,HUP Standard Upgrading,Blk 115 Bukit Merah View,updating,updating
HawerCenter,103.8502251,1.316159914,HUP Reconfiguration,Pek Kio Market & Food Centre,updating,updating
HawerCenter,103.8289942,1.37238494,HUP Standard Upgrading,Sembawang Hills Food Centre,updating,updating
HawerCenter,103.8076268,1.273368283,HUP Standard Upgrading,Blk 79 Telok Blangah Drive,updating,updating
HawerCenter,103.8871285,1.327849561,HUP Reconfiguration,Blk 80 Circuit Road,updating,updating
HawerCenter,103.8079436,1.273913799,HUP Standard Upgrading,Blk 82 Telok Blangah Drive,updating,updating
HawerCenter,103.8716203,1.315028044,HUP Standard Upgrading,Blk 17 Upper Boon Keng Road,updating,updating
HawerCenter,103.8630214,1.319216998,HUP Standard Upgrading,Blk 29 Bendemeer Road,updating,updating
HawerCenter,103.7315797,1.34531247,HUP Standard Upgrading,Blk 347 Jurong East Ave 1,updating,updating
HawerCenter,103.7708367,1.314367728,HUP Standard Upgrading,Blk 353 Clementi Ave 2,updating,updating
HawerCenter,103.7428916,1.32084835,HUP Rebuilding,Blk 37A Teban Gardens Road,updating,updating
HawerCenter,103.8553698,1.362768918,HUP Standard Upgrading,Blk 409 Ang Mo Kio Ave 10,updating,updating
HawerCenter,103.8563514,1.368240493,HUP Standard Upgrading,Blk 453A Ang Mo Kio Ave 10,updating,updating
HawerCenter,103.8700044,1.32146226,Opted out of HUP,Blk 69 Geylang Bahru,updating,updating
HawerCenter,103.8544828,1.372769928,HUP Reconfiguration,Blk 527 Ang Mo Kio Ave 10,updating,updating
HawerCenter,103.9248442,1.331781251,HUP Standard Upgrading,Blk 538 Bedok North Street 3,updating,updating
HawerCenter,103.9411324,1.324187828,HUP Standard Upgrading,Blk 58 New Upper Changi Road,updating,updating
HawerCenter,103.843167,1.276614611,HUP Standard Upgrading,Blk 6 Tanjong Pagar Plaza,updating,updating
HawerCenter,103.8406823,1.381024867,HUP Rebuilding,Blk 628 Ang Mo Kio Ave 4,updating,updating
HawerCenter,103.9140539,1.333159248,HUP Rebuilding,Blk 630 Bedok Reservoir Road,updating,updating
HawerCenter,103.8056364,1.316245731,HUP Standard Upgrading,Blk 7 Empress Road,updating,updating
HawerCenter,103.8465192,1.372197433,HUP Reconfiguration,Blk 724 Ang Mo Kio Ave 6,updating,updating
HawerCenter,103.7642644,1.303781973,HUP Standard Upgrading,Blk 726 Clementi West Street 2,updating,updating
HawerCenter,103.8519991,1.334548165,HUP Reconfiguration,Blk 74 Toa Payoh Lorong 4,updating,updating
HawerCenter,103.8500287,1.283867039,HUP Standard Upgrading,Market Street Food Centre,updating,updating
HawerCenter,103.8448279,1.280112235,Upgraded prior to HUP,Maxwell Food Centre,updating,updating
HawerCenter,103.8395627,1.311892357,HUP Standard Upgrading,Newton Food Centre,updating,updating
HawerCenter,103.863891,1.305765378,HUP Reconfiguration,North Bridge Road Market & Food Centre,updating,updating
HawerCenter,103.7914027,1.275907525,HUP Standard Upgrading,Pasir Panjang Food Centre,updating,updating
HawerCenter,103.8667375,1.36315712,HUP Rebuilding,Serangoon Garden Market,updating,updating
HawerCenter,103.7215199,1.33458936,HUP Rebuilding,Taman Jurong Market & Food Centre,updating,updating
HawerCenter,103.7772032,1.443881817,HUP Standard Upgrading,Blks 20/21 Marsiling Lane,updating,updating
HawerCenter,103.7127998,1.345223163,HUP Reconfiguration,Blks 221A/B Boon Lay Place,updating,updating
HawerCenter,103.8296268,1.28797544,HUP Standard Upgrading,Blks 22A/B Havelock Road,updating,updating
HawerCenter,103.8850435,1.326449922,HUP Standard Upgrading,Blks 79/79A Circuit Road,updating,updating
HawerCenter,103.8540681,1.323421751,HUP Standard Upgrading,Blks 91/92 Whampoa Drive,updating,updating
HawerCenter,103.775995,1.339375964,HUP Standard Upgrading,Bukit Timah Market,updating,updating
HawerCenter,103.8285376,1.431447688,HUP Standard Upgrading,Chong Pang Market & Food Centre,updating,updating
HawerCenter,103.8982243,1.316728148,HUP Rebuilding,Geylang Serai Market,updating,updating
HawerCenter,103.7948629,1.310908028,HUP Rebuilding,Holland Village Market & Food Centre,updating,updating
HawerCenter,103.8458189,1.2852464,HUP Reconfiguration,Hong Lim Market & Food Centre,updating,updating
HawerCenter,103.8841302,1.30739616,HUP Standard Upgrading,Kallang Estate Market,updating,updating
HawerCenter,103.9882457,1.389151721,HUP Standard Upgrading,Blks 2 & 3 Changi Village Road,updating,updating
HawerCenter,103.808128,1.286952752,HUP Reconfiguration,ABC Brickworks Market & Food Centre,updating,updating
HawerCenter,103.814165,1.324134223,HUP Standard Upgrading,Adam Food Centre,updating,updating
HawerCenter,103.8542116,1.301001465,HUP Standard Upgrading,Albert Centre Market & Food Centre,updating,updating
HawerCenter,103.8044893,1.286297772,HUP Standard Upgrading,Alexandra Village Food Centre,updating,updating
HawerCenter,103.8466068,1.279218443,HUP Standard Upgrading,Amoy Street Food Centre,updating,updating
HawerCenter,103.9554742,1.320356008,HUP Rebuilding,Bedok Food Centre,updating,updating
HawerCenter,103.827358,1.288822102,HUP Standard Upgrading,Beo Crescent Market,updating,updating
HawerCenter,103.856854,1.307336517,HUP Standard Upgrading,Berseh Food Centre,updating,updating
HawerCenter,103.8399459,1.288230555,HUP Standard Upgrading,Blk 1 Jalan Kukoh,updating,updating
HawerCenter,103.8186417,1.277366838,HUP Standard Upgrading,Blk 11 Telok Blangah Crescent,updating,updating
HawerCenter,103.887019,1.320648292,HUP Standard Upgrading,Blk 117 Aljunied Ave 2,updating,updating
HawerCenter,103.8447316,1.338092686,HUP Reconfiguration,Blk 127 Toa Payoh Lorong 1,updating,updating
HawerCenter,103.9446245,1.345639521,HUP Reconfiguration,Blk 137 Tampines Street 11,updating,updating
HawerCenter,103.7597513,1.31180301,HUP Standard Upgrading,Blk 503 West Coast Drive,updating,updating
HawerCenter,103.915762,1.305775148,HUP Standard Upgrading,Blk 50A Marine Terrace,updating,updating
HawerCenter,103.8858332,1.308251563,HUP Standard Upgrading,Blk 51 Old Airport Road,updating,updating
HawerCenter,103.9306021,1.333246279,HUP Standard Upgrading,Blk 511 Bedok North Street 3,updating,updating
HawerCenter,103.7976258,1.300789315,HUP Standard Upgrading,Tanglin Halt Market,updating,updating
HawerCenter,103.850531,1.306205841,HUP Standard Upgrading,Tekka Market,updating,updating
HawerCenter,103.8311893,1.292342168,HUP Standard Upgrading,Zion Riverside Food Centre,updating,updating
HawerCenter,103.8529416,1.336038822,HUP Standard Upgrading,Blk 75 Toa Payoh Lorong 5,updating,updating
HawerCenter,103.8184026,1.287858103,HUP Reconfiguration,Blk 79 Redhill Lane,updating,updating
HawerCenter,103.9387326,1.331987069,HUP Standard Upgrading,Blk 85 Bedok North Street 4,updating,updating
HawerCenter,103.8183389,1.287330767,HUP Reconfiguration,Blk 85 Redhill Lane,updating,updating
HawerCenter,103.8854492,1.323445253,HUP Standard Upgrading,Blk 89 Circuit Road,updating,updating
HawerCenter,103.8551377,1.322943062,HUP Standard Upgrading,Blk 90 Whampoa Drive,updating,updating
HawerCenter,103.8495135,1.338474752,HUP Standard Upgrading,Blk 93 Toa Payoh Lorong 4,updating,updating
HawerCenter,103.7978755,1.299713305,HUP Standard Upgrading,Blks 1A/ 2A/ 3A Commonwealth Drive,updating,updating
HawerCenter,103.882978,1.375428967,updating,Ci Yuan Hawker Centre,updating,updating
HawerCenter,103.9397262,1.353862118,updating,Our Tampines Hub Hawker Centre,updating,updating
HawerCenter,103.8006964,1.439932832,updating,Kampung Admiralty Hawker Centre,updating,updating
HawerCenter,103.8047152,1.297485671,updating,Dawson Hawker Centre,updating,updating
HawerCenter,103.7797849,1.433538857,updating,Woodlands Street 12 Hawker Centre,updating,updating
HawerCenter,103.8169924,1.283692589,Opted out of HUP,Blk 163 Bukit Merah Central,updating,updating
HawerCenter,103.9332215,1.327062409,HUP Standard Upgrading,Blk 216 Bedok North Street 1,updating,updating
HawerCenter,103.7184475,1.349642243,HUP Standard Upgrading,Blk 505 Jurong West Street 52,updating,updating
HawerCenter,103.8029039,1.293236221,HUP Reconfiguration,Blk 159 Mei Chin Road,updating,updating
HawerCenter,103.9355391,1.320552165,HUP Standard Upgrading,Blk 16 Bedok South Road,updating,updating
HealthFood,103.8718616,1.350675514,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Jack's Place - NEX,updating,updating
HealthFood,103.8493895,1.331397836,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Jack's Place - Orange Tee,updating,updating
HealthFood,103.9051136,1.301191315,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Jack's Place - Parkway Parade,updating,updating
