catid,lat,lng,Description,Name,PHOTOURL,Opening_Hours
HealthFood,103.8564871,1.311393494,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,McDonald's - City Square Mall,updating,updating
HealthFood,103.7654768,1.312482993,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,McDonald's - Clementi Ave 3,updating,updating
HealthFood,103.7644231,1.314896201,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,McDonald's - Clementi Mall,updating,updating
HealthFood,103.8521282,1.28385699,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,McDonald's - Clifford Ctr,updating,updating
HealthFood,103.8861593,1.320525965,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,McDonald's - Geylang East Central,updating,updating
HealthFood,103.8317579,1.293802351,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,McDonald's - Great World City,updating,updating
HealthFood,103.820051,1.264012935,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,McDonald's - Harbour Front Centre,updating,updating
HealthFood,103.8866352,1.358696592,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,McDonald's - Hougang,updating,updating
HealthFood,103.8794503,1.375667281,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,McDonald's - Hougang 1,updating,updating
HealthFood,103.8868985,1.373958404,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,McDonald's - Hougang 8,updating,updating
HealthFood,103.8936616,1.372311865,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,McDonald's - Hougang Mall,updating,updating
HealthFood,103.8175542,1.252005796,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,McDonald's - IFLY,updating,updating
HealthFood,103.8542402,1.299561989,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,McDonald's - Iluma/ Bugis +,updating,updating
HealthFood,103.7467345,1.334898439,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,McDonald's - IMM Building,updating,updating
HealthFood,103.7401871,1.333323122,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,McDonald's - Jcube,updating,updating
HealthFood,103.7431704,1.333200217,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,McDonald's - JEM,updating,updating
HealthFood,103.6782793,1.327161871,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,McDonald's - Joo Koon Circle,updating,updating
HealthFood,103.8484776,1.350239427,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,McDonald's - Junction 8,updating,updating
HealthFood,103.820051,1.264012935,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,PastaMania - Harbourfront Centre,updating,updating
HealthFood,103.7628428,1.378431003,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,PastaMania - Hillion,updating,updating
HealthFood,103.7431704,1.333200217,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,PastaMania - JEM,updating,updating
HealthFood,103.7638373,1.309551387,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Jack's Place - West Coast,updating,updating
HealthFood,103.7866196,1.435077894,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Jack's Place - Woodlands Civic,updating,updating
HealthFood,103.8180782,1.282055406,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Kampong - Bukit Merah Central,updating,updating
HealthFood,103.8559937,1.306172785,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Kampong - Jalan Besar,updating,updating
HealthFood,103.8357765,1.429698482,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Kopitiam -  North Point,updating,updating
HealthFood,103.763994,1.380542441,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Kopitiam - Bukit Panjang Plaza,updating,updating
HealthFood,103.9492944,1.340684742,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Kopitiam - Changi General Hospital,updating,updating
HealthFood,103.869136,1.387395374,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Kopitiam - Greenwich V,updating,updating
HealthFood,103.8794503,1.375667281,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Kopitiam - Hougang 1,updating,updating
HealthFood,103.7467345,1.334898439,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Kopitiam - IMM,updating,updating
HealthFood,103.7401871,1.333323122,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Kopitiam - Jcube,updating,updating
HealthFood,103.705351,1.339315039,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Kopitiam - Jurong Point,updating,updating
HealthFood,103.8466501,1.310448532,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Kopitiam - KKH,updating,updating
HealthFood,103.8307218,1.279939691,Choose healthier options from eateries under HPB’s Healthier Dining Programme.,Kopitiam - KOPI Café,updating,updating
HealthFood,103.7454484,1.333606185,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Kopitiam - Ng Teng Fong Hospital,updating,updating
HealthFood,103.8438506,1.319967493,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Kopitiam - Novena Square,updating,updating
HealthFood,103.7827103,1.293955791,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Kopitiam - NUH,updating,updating
HealthFood,103.8449916,1.300117459,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Kopitiam - Plaza Singapura,updating,updating
HealthFood,103.8348706,1.281783419,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Kopitiam - SGH Housemen's Canteen,updating,updating
HealthFood,103.8307218,1.279939691,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Kopitiam - Singapore General Hospital,updating,updating
HealthFood,103.8194621,1.44822653,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Kopitiam - Sunplaza,updating,updating
HealthFood,103.8573427,1.294642768,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Kopitiam - Suntec City,updating,updating
HealthFood,103.9450195,1.354315564,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Kopitiam - Tampines 1,updating,updating
HealthFood,103.9442583,1.352699805,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Kopitiam - Tampines Mall,updating,updating
HealthFood,103.9851696,1.354370738,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Kopitiam - Terminal 3,updating,updating
HealthFood,103.8269351,1.286463457,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Kopitiam - Tiong Bahru Plaza,updating,updating
HealthFood,103.845389,1.321715987,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Kopitiam - TTSH,updating,updating
HealthFood,103.862535,1.3077968,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Kopitiam - V Hotel,updating,updating
HealthFood,103.8218086,1.264394682,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Kopitiam - Vivo City,updating,updating
HealthFood,103.8372422,1.423767452,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Kopitiam - Yishun Community Hospital,updating,updating
HealthFood,103.8434707,1.274588224,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Koufu - 100AM,updating,updating
HealthFood,103.856412,1.377892031,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Koufu - AMK ITE,updating,updating
HealthFood,103.8048911,1.288510987,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Koufu - Anchorpoint,updating,updating
HealthFood,103.8373471,1.301384185,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Koufu - Cathay Cineleisure Orchard,updating,updating
HealthFood,103.9623893,1.334325154,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Koufu - Changi City Point,updating,updating
HealthFood,103.6997822,1.349425455,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Koufu - Gek Poh Shopping Centre,updating,updating
HealthFood,103.7431704,1.333200217,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Koufu - JEM,updating,updating
HealthFood,103.7715625,1.3327626,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,KouFu - Nee Ann Polytechnic,updating,updating
HealthFood,103.6788181,1.346764655,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Koufu - NTU,updating,updating
HealthFood,103.7734922,1.30399551,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Koufu - NUS Utown,updating,updating
HealthFood,103.7832287,1.446272253,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Koufu - Republic Polytechnic,updating,updating
HealthFood,103.901558,1.384932017,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Koufu - Rivervale Plaza,updating,updating
HealthFood,103.8195433,1.453845188,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Koufu - Sembawang Mart,updating,updating
HealthFood,103.7882145,1.306848827,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Koufu - The Kitchen - The Star Vista,updating,updating
HealthFood,103.8308389,1.354652788,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Koufu - Thomson Plaza,updating,updating
HealthFood,103.8470504,1.332965494,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Koufu - Toa Payoh Centre,updating,updating
HealthFood,103.798141,1.445622899,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Koufu - Woodland Mart,updating,updating
HealthFood,103.89498,1.392094149,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Canton Paradise - Compass One,updating,updating
HealthFood,103.7401871,1.333323122,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Canton Paradise - Jcube,updating,updating
HealthFood,103.7882145,1.306848827,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Canton Paradise - The Star Vista,updating,updating
HealthFood,103.9635838,1.334265559,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Capri by Fraser Caprilicious/Delite - Changi Business Park,updating,updating
HealthFood,103.8552477,1.361913466,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Chargrill Bar - Ang Mo Kio,updating,updating
HealthFood,103.9391109,1.333133345,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Chargrill Bar - Bedok,updating,updating
HealthFood,103.8442758,1.357421191,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Chargrill Bar - Bishan 280,updating,updating
HealthFood,103.7575792,1.348422641,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Chargrill Bar - Bukit Batok East,updating,updating
HealthFood,103.7434955,1.347913022,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Chargrill Bar - Bukit Batok Street 11,updating,updating
HealthFood,103.7511929,1.362270339,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Chargrill Bar - Bukit Batok Street 34,updating,updating
HealthFood,103.8509824,1.284339948,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Munch - One Raffles Place,updating,updating
HealthFood,103.8925506,1.318675759,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Munch - Paya Lebar Square,updating,updating
HealthFood,103.8488164,1.279282333,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Munch - Robinson Road (Headquarter),updating,updating
HealthFood,103.8269351,1.286463457,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Munch - Tiong Bahru Plaza,updating,updating
HealthFood,103.8483992,1.369248917,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,NTUC Foodfare - AMK Hub,updating,updating
HealthFood,103.7644231,1.314896201,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,NTUC Foodfare - Clementi Mall,updating,updating
HealthFood,103.7742773,1.301327322,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,McDonald's - National University of Singapore,updating,updating
HealthFood,103.857011,1.307785101,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,McDonald's - New World Centre,updating,updating
HealthFood,103.8718616,1.350675514,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,McDonald's - NEX,updating,updating
HealthFood,103.8535857,1.296142847,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,McDonald's - North Bridge Road,updating,updating
HealthFood,103.8357765,1.429698482,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,McDonald's - Northpoint,updating,updating
HealthFood,103.849442,1.30065103,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,McDonald's - Parklane,updating,updating
HealthFood,103.905996,1.301887339,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,McDonald's - Parkway,updating,updating
HealthFood,103.9495966,1.372372551,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,McDonald's - Pasir Ris Central,updating,updating
HealthFood,103.9518225,1.374448456,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,McDonald's - Pasir Ris Sports & Recreation Centre,updating,updating
HealthFood,103.8484776,1.350239427,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Dian Xiao Er - Junction 8,updating,updating
HealthFood,103.705351,1.339315039,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Dian Xiao Er - Jurong Point II,updating,updating
HealthFood,103.7449504,1.385068363,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Dian Xiao Er - Lot One,updating,updating
HealthFood,103.8570073,1.291455268,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Dian Xiao Er - Marina Square,updating,updating
HealthFood,103.8718616,1.350675514,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Dian Xiao Er - NEX,updating,updating
HealthFood,103.9450195,1.354315564,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Dian Xiao Er - Tampines One,updating,updating
HealthFood,103.9851696,1.354370738,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Dian Xiao Er - Terminal 3,updating,updating
HealthFood,103.8218086,1.264394682,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Dian Xiao Er - Vivo City,updating,updating
HealthFood,103.9292677,1.324772079,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Din Tai Fung - Bedok Mall,updating,updating
HealthFood,103.8896375,1.334345265,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Din Tai Fung - BreadTalk IHQ,updating,updating
HealthFood,103.8446971,1.284998839,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Din Tai Fung - Chinatown Point,updating,updating
HealthFood,103.7431704,1.333200217,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Din Tai Fung - Jem,updating,updating
HealthFood,103.8484776,1.350239427,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Din Tai Fung - Junction 8 Shopping Centre,updating,updating
HealthFood,103.705351,1.339315039,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Din Tai Fung - Jurong Point Shopping Centre,updating,updating
HealthFood,103.84997,1.297976144,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Din Tai Fung - Manulife Centre,updating,updating
HealthFood,103.8533493,1.280227686,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Din Tai Fung - Marina Bay Link Mall,updating,updating
HealthFood,103.858144,1.28304913,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Din Tai Fung - Marina Bay Sands,updating,updating
HealthFood,103.8718616,1.350675514,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Din Tai Fung - NEX,updating,updating
HealthFood,103.8352403,1.303723224,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Din Tai Fung - Paragon,updating,updating
HealthFood,103.9051136,1.301191315,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Din Tai Fung - Parkway Parade,updating,updating
HealthFood,103.8527683,1.293760287,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Din Tai Fung - Raffles City Shopping Centre,updating,updating
HealthFood,103.8198124,1.256445264,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Din Tai Fung - Resorts World Sentosa,updating,updating
HealthFood,103.8573427,1.294642768,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Din Tai Fung - Suntec City,updating,updating
HealthFood,103.9442583,1.352699805,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Din Tai Fung - Tampines Mall,updating,updating
HealthFood,103.8760677,1.391393057,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Din Tai Fung - The Seletar Mall,updating,updating
HealthFood,103.9021057,1.406484618,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Din Tai Fung - Waterway Point,updating,updating
HealthFood,103.8331896,1.303698917,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Din Tai Fung - Wisma Atria,updating,updating
HealthFood,103.8101126,1.304119805,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Dome - Dempsey Hill,updating,updating
HealthFood,103.7467345,1.334898439,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Dome - IMM,updating,updating
HealthFood,103.9051136,1.301191315,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Dome - Parkway parade,updating,updating
HealthFood,103.8314773,1.305806179,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Dome - Shaw House,updating,updating
HealthFood,103.8502464,1.285573973,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Dome - UOB Plaza 1,updating,updating
HealthFood,103.8468789,1.283515224,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Dosirak - China Square Central,updating,updating
HealthFood,103.9639068,1.335341516,Choose healthier options from eateries under HPB’s Healthier Dining Programme.,Dosirak - UE Bizhub East,updating,updating
HealthFood,103.8218086,1.264394682,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Earle Swensen - Vivo City,updating,updating
HealthFood,103.742586,1.334025295,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Earle Swensen - Westgate,updating,updating
HealthFood,103.788101,1.299862519,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,F M Food Master - Fusionpolis,updating,updating
HealthFood,103.8483992,1.369248917,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Fish & Co - AMK HUB,updating,updating
HealthFood,103.8542402,1.299561989,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Fish & Co - Bugis +,updating,updating
HealthFood,103.988751,1.355190944,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Fish & Co - Changi Airport Terminal 2,updating,updating
HealthFood,103.7644231,1.314896201,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Fish & Co - Clementi Mall,updating,updating
HealthFood,103.9542711,1.377377666,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Fish & Co - Downtown East,updating,updating
HealthFood,103.9040369,1.3056068,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Fish & Co - East Coast,updating,updating
HealthFood,103.8445891,1.298054719,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Fish & Co - Glass House Park Mall,updating,updating
HealthFood,103.7064609,1.339830148,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Fish & Co - Jurong Point,updating,updating
HealthFood,103.8718616,1.350675514,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Fish & Co - NEX,updating,updating
HealthFood,103.8438506,1.319967493,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Fish & Co - Novena Square,updating,updating
HealthFood,103.8352403,1.303723224,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Fish & Co - Paragon,updating,updating
HealthFood,103.8760677,1.391393057,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Fish & Co - Seletar Mall,updating,updating
HealthFood,103.8194621,1.44822653,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Fish & Co - Sun Plaza,updating,updating
HealthFood,103.9450195,1.354315564,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Fish & Co - Tampines One,updating,updating
HealthFood,103.8218086,1.264394682,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Fish & Co - Vivo City,updating,updating
HealthFood,103.9021057,1.406484618,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Fish & Co - Waterway Point,updating,updating
HealthFood,103.7988875,1.276419232,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Food More  - Mapletree Business City,updating,updating
HealthFood,103.8641017,1.30974242,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Food More - Aperia,updating,updating
HealthFood,103.9050149,1.30523472,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Formosa Delight - 112 Katong,updating,updating
HealthFood,103.8382466,1.301006577,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Formosa Delight - 313 @ Somerset,updating,updating
HealthFood,103.855328,1.299067991,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Formosa Delight - Bugis Junction,updating,updating
HealthFood,103.7856245,1.436147935,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Formosa Delight - Causeway Point,updating,updating
HealthFood,103.9437097,1.352402352,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Formosa Delight - Century Square,updating,updating
HealthFood,103.9530245,1.342706189,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Formosa Delight - East Point Mall,updating,updating
HealthFood,103.8718616,1.350675514,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Formosa Delight - NEX,updating,updating
HealthFood,103.9051136,1.301191315,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Formosa Delight - Parkway Parade,updating,updating
HealthFood,103.8527683,1.293760287,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Formosa Delight - Raffles City Shopping Centre,updating,updating
HealthFood,103.8573427,1.294642768,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Formosa Delight - Suntec City,updating,updating
HealthFood,103.8896375,1.334345265,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Formosa Delight - Tai Seng,updating,updating
HealthFood,103.8218086,1.264394682,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Formosa Delight - Vivo City,updating,updating
HealthFood,103.8331896,1.303698917,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Formosa Delight - Wisma Atria,updating,updating
HealthFood,103.7686936,1.292934372,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Formosa Delight - ?????? (Restaurant),updating,updating
HealthFood,103.9292677,1.324772079,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Greendot - Bedok Mall,updating,updating
HealthFood,103.8509824,1.284339948,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Greendot - One Raffles Place,updating,updating
HealthFood,103.7856245,1.436147935,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,A-ONE F&B - Causeway Point,updating,updating
HealthFood,103.8446971,1.284998839,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,A-ONE F&B - Chinatown point,updating,updating
HealthFood,103.8484776,1.350239427,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,A-ONE F&B - Junction 8,updating,updating
HealthFood,103.7064609,1.339830148,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,A-ONE F&B - Jurong Point 1,updating,updating
HealthFood,103.8718616,1.350675514,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,A-ONE F&B - Nex,updating,updating
HealthFood,103.8573427,1.294642768,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,A-ONE F&B - Suntect City Mall,updating,updating
HealthFood,103.9450195,1.354315564,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,A-ONE F&B - Tampines One,updating,updating
HealthFood,103.8760677,1.391393057,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,A-ONE F&B - The Seletar Mall,updating,updating
HealthFood,103.8727507,1.303843279,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,A-ONE F&B - The Sports Hub Retail Mall,updating,updating
HealthFood,103.8218086,1.264394682,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,A-ONE F&B - Vivo City,updating,updating
HealthFood,103.9050149,1.30523472,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Canton Paradise - 112 Katong,updating,updating
HealthFood,103.801127,1.27367658,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Canton Paradise - Alexandra Retail Centre,updating,updating
HealthFood,103.8483992,1.369248917,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Canton Paradise - AMK Hub,updating,updating
HealthFood,103.9292677,1.324772079,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Canton Paradise - Bedok Mall,updating,updating
HealthFood,103.9897073,1.362491009,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Paradise Inn - Marina Bay Link mall,updating,updating
HealthFood,103.8573427,1.294642768,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Paradise Inn - Suntec City,updating,updating
HealthFood,103.9897073,1.362491009,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Paradise Inn - Terminal 1,updating,updating
HealthFood,103.7288352,1.346215612,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,PastaMania - Jurong East Sports & Recreation Centre,updating,updating
HealthFood,103.8761527,1.302221781,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,PastaMania - Leisure Park Kallang (Closed for Renovation),updating,updating
HealthFood,103.7449504,1.385068363,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,PastaMania - Lot One,updating,updating
HealthFood,103.799074,1.274825813,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,PastaMania - Mapletree Business City,updating,updating
HealthFood,103.8718616,1.350675514,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,PastaMania - NEX,updating,updating
HealthFood,103.8357765,1.429698482,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,PastaMania - Northpoint,updating,updating
HealthFood,103.9051136,1.301191315,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,PastaMania - Parkway Parade,updating,updating
HealthFood,103.8857843,1.395501588,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,PastaMania - Seng Kang Sports & Recreation Centre,updating,updating
HealthFood,103.8449916,1.300117459,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Sakae Sushi - Plaza Singapura,updating,updating
HealthFood,103.8357008,1.300865441,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Sakae Sushi - Scape,updating,updating
HealthFood,103.8441607,1.320704911,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Sakae Sushi - Square 2,updating,updating
HealthFood,103.8194621,1.44822653,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Sakae Sushi - Sun Plaza,updating,updating
HealthFood,103.7044527,1.340469571,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Sakae Sushi - The Frontier Community Club,updating,updating
HealthFood,103.751673,1.328228112,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Sakae Sushi - TradeHub 21,updating,updating
HealthFood,103.749022,1.350189159,Choose healthier options from eateries under HPBâ€™s Healthier Dining Programme.,Sakae Sushi - West Mall,updating,updating
